student_secondary_edu,student_higher_edu,mother_secondary_edu,mother_higher_edu,father_secondary_edu,father_higher_edu,1st_5_enrolled,1st_6_enrolled,1st_7_enrolled,1st_gt_7_enrolled,2nd_5_enrolled,2nd_6_enrolled,2nd_7_enrolled,2nd_8_enrolled,2nd_gt_8_enrolled,app_phase,app_older23,app_inter,age_lt20,age_lt25_gt20,age_lt30_gt25,CU1sem_Eval1grp_678,CU1sem_Eval1grp_lt6,CU1sem_Eval1grp_gt8,CU1sem_approv1grp_5,CU1sem_approv1grp_lt5,CU1sem_approv1grp_gt5,cu1st_sem_without_eval_0,cu1st_sem_without_eval_1_2,cu2nd_sem_without_eval_0,cu2nd_sem_without_eval_1,cu2nd_sem_without_eval_2,CU2sem_Eval1grp_679,CU2sem_Eval1grp_8,CU2sem_Eval1grp_lt6,CU2sem_Eval1grp_gt9,CU2sem_approv1grp_5,CU2sem_approv1grp_0,CU2sem_approv1grp_1234,CU2sem_approv1grp_gt5,mother_occupation_grp0,mother_occupation_grp168,mother_occupation_grp2357,mother_occupation_grp4910,father_occupation_grp0,father_occupation_grp124,father_occupation_grp3568,father_occupation_grp7,father_occupation_grp910,Course_33,Course_171,Course_9003,Course_9070,Course_9085,Course_9119,Course_9130,Course_9147_9670,Course_9238_8014,Course_9254,Course_9500,Course_9556,Course_9773,Course_9853,Course_9991,previous_qualification_grade,admission_grade,curricular_units_1st_sem_grade,curricular_units_2nd_sem_grade,1st_sem_approved_all_enrolled,2nd_sem_approved_all_enrolled,single,daytime/evening_attendance,displaced,debtor,tuition_fees_up_to_date,gender,scholarship_holder,unemployment_rate,inflation_rate,gdp,cu1st_sem_without_eval_comb,cu2nd_sem_without_eval_comb,CU1sem_Eval1,CU1sem_approv1,CU2sem_Eval1,CU2sem_approv1,amode,mother_occupation,father_occupation,course,cu1sem_enroll,cu2sem_enroll,age,pquali,mquali,fquali,target_bin
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,144,141.3,13.31,13.31,1,1,1,1,1,0,1,0,1,9.4,-0.8,-3.12,1,1,2,1,2,2,1,3,2,9500,1,8,1,1,3,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120,117.1,10.57142857,12.2,0,0,1,1,1,0,1,0,1,12.7,3.7,-1.7,1,0,2,5,2,5,4,3,4,9238,6,6,1,1,3,3,0
1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,144,126.5,13.48714286,13.48714286,0,0,1,1,1,0,1,0,1,10.8,1.4,1.74,0,0,1,1,8,2,4,3,4,9500,1,8,2,1,1,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,132,120.1,12.33333333,11.83333333,1,1,1,1,0,0,1,0,1,13.9,-0.3,0.79,0,0,1,1,2,2,1,3,3,9254,6,6,2,1,3,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,142,128.4,11.875,12.83333333,1,0,1,1,0,0,1,0,0,11.1,0.6,2.02,0,0,2,1,2,5,1,2,4,9670,6,6,2,1,3,3,1
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,136,140,13.96666667,13.96666667,0,0,1,1,1,0,1,0,0,7.6,2.6,0.32,0,0,1,1,2,2,1,3,4,9500,7,7,2,1,3,3,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,133.1,110,0,0,0,0,1,1,1,0,0,0,0,7.6,2.6,0.32,0,0,2,0,1,0,3,0,0,9254,5,5,3,3,3,3,1
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,122,116.8,11.5,12.8,0,1,1,1,1,0,1,0,0,7.6,2.6,0.32,0,0,1,0,0,5,1,2,2,9670,5,5,2,1,1,3,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,133.1,104.5,12.5,0,1,0,1,1,1,0,1,0,0,12.4,0.5,1.79,0,0,0,0,0,0,1,3,4,9556,0,7,2,1,3,3,1
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,140,140,0,0,0,0,1,1,0,0,1,0,0,7.6,2.6,0.32,0,0,0,0,0,0,2,0,0,9500,7,8,3,2,3,3,1
1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,117,113.2,11.98,13.225,0,0,1,1,0,0,1,0,0,16.2,0.3,-0.92,0,0,2,1,1,2,1,2,2,9500,7,8,1,1,2,1,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,128,118.6,13.2,11.8,0,0,1,1,1,0,1,0,1,8.9,1.4,3.51,0,0,1,5,2,5,4,3,3,9238,6,6,2,1,3,3,0
1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,136,123.8,11.61428571,14.0375,0,1,1,1,0,0,1,0,0,13.9,-0.3,0.79,0,0,2,1,8,2,1,3,1,9500,7,8,1,1,1,1,0
1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,141,126.7,14.31428571,14.31428571,0,0,1,1,1,0,1,0,1,12.7,3.7,-1.7,0,0,1,1,8,2,4,1,1,9500,1,8,1,1,1,3,0
1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,130,133.8,0,0,0,0,1,1,0,0,1,0,0,7.6,2.6,0.32,0,0,0,0,0,0,1,2,2,9500,7,8,1,1,2,1,1
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,140,140,12.66666667,13,1,0,1,1,0,0,1,0,0,13.9,-0.3,0.79,0,0,2,1,1,1,2,3,3,9085,6,6,2,2,3,3,0
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,102,100.6,12.76666667,12.12857143,0,0,1,1,1,0,1,0,1,12.4,0.5,1.79,0,0,2,1,1,2,1,3,2,9500,7,8,2,1,1,3,0
1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,126,132.7,12.66666667,12.2,1,0,1,1,0,0,1,0,1,10.8,1.4,1.74,0,0,1,1,2,5,4,2,4,9853,6,6,1,1,1,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,125,106.6,11.5,10.57142857,1,0,1,1,1,0,1,0,0,10.8,1.4,1.74,0,0,1,1,1,1,2,3,2,9670,6,6,2,1,3,3,1
1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120,140.4,11.4,11.75,0,0,1,1,0,0,1,0,0,13.9,-0.3,0.79,0,0,2,5,1,1,3,2,1,9670,6,6,4,1,1,3,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,132,128.3,14.70625,14.4775,1,1,1,1,1,0,1,0,1,15.5,2.8,-4.06,0,0,1,1,8,2,4,3,3,9500,7,8,1,1,3,3,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,128,118.6,11.81428571,13.54285714,0,0,1,1,1,0,1,0,1,13.9,-0.3,0.79,0,0,2,1,8,2,1,2,2,9500,7,8,1,1,3,3,0
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115,123.4,13,11.875,1,1,1,1,0,0,1,0,0,13.9,-0.3,0.79,1,0,1,1,8,2,1,2,2,9070,6,6,2,1,3,1,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,125,124,14.85714286,13.33333333,1,1,1,1,0,0,1,0,0,12.4,0.5,1.79,0,0,1,1,2,2,1,2,2,9670,6,6,1,1,3,3,0
1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,137,121.3,12.6,12.6,0,0,1,1,1,0,1,0,0,7.6,2.6,0.32,0,0,1,1,2,2,1,2,1,9500,7,7,2,1,1,2,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101,101,13.33333333,11.4,0,0,1,1,1,1,1,0,0,12.4,0.5,1.79,0,0,2,5,1,1,1,3,1,9085,6,6,2,1,3,3,0
1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,126,116.9,10.66666667,12.83333333,0,0,1,1,1,0,1,0,0,13.9,-0.3,0.79,0,0,2,1,1,2,1,2,2,9853,7,7,1,1,2,1,0
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,130,130,11.5,11,0,0,1,1,0,1,0,0,0,12.7,3.7,-1.7,0,0,1,0,0,1,2,0,2,9130,5,5,3,2,3,3,1
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,120,10,0,0,0,1,1,0,0,1,0,0,12.7,3.7,-1.7,0,0,2,0,0,0,3,3,4,9556,7,7,3,3,3,3,1
1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,122,130.4,11.8,12.2,0,0,1,1,1,0,1,0,0,11.1,0.6,2.02,0,0,2,5,1,5,4,3,2,9254,6,6,1,1,1,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,126,118.7,11.8,12.66666667,0,1,1,1,0,0,1,0,0,16.2,0.3,-0.92,0,0,1,5,2,2,4,3,3,9070,6,6,1,1,3,3,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,128,131.5,12.77125,12.77125,1,1,1,1,0,0,1,0,0,9.4,-0.8,-3.12,0,0,1,1,8,2,4,2,3,9500,1,8,1,1,3,3,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,134,120.4,11.33333333,12.6,0,1,1,1,1,0,1,0,0,9.4,-0.8,-3.12,1,0,2,0,8,5,4,3,4,9085,5,5,2,1,3,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,128,129.1,12.66666667,14.6,1,0,1,1,1,0,1,0,0,11.1,0.6,2.02,0,0,1,1,2,5,4,3,4,9254,6,6,1,1,3,3,0
1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,125,132,12.2,10.83333333,0,0,1,1,0,0,0,0,0,13.9,-0.3,0.79,1,0,2,5,1,1,1,3,1,9070,6,6,1,1,1,1,0
0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,130,130,12,0,0,0,1,1,0,0,0,0,0,10.8,1.4,1.74,1,3,2,0,1,0,2,1,1,9085,5,0,3,2,2,2,1
1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,135,132.8,11.72142857,11.72142857,0,0,1,1,1,0,1,0,1,12.7,3.7,-1.7,0,0,2,1,1,2,1,2,3,9500,1,8,1,1,3,1,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,133.1,143.7,14,12.525,0,0,1,1,0,0,1,0,0,12.4,0.5,1.79,0,0,2,0,1,1,3,2,2,9500,7,7,3,3,3,3,0
1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,152.8,14.75,13.8,1,0,1,1,0,0,1,0,0,16.2,0.3,-0.92,0,3,2,1,1,5,3,2,1,33,7,7,3,1,2,1,0
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,138,133.5,12.66666667,13.66666667,1,1,1,1,1,0,1,0,0,12.7,3.7,-1.7,0,0,1,1,2,2,1,3,2,9773,6,6,1,1,3,1,0
1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,150,146.2,13,14,0,1,1,1,0,0,1,0,0,9.4,-0.8,-3.12,1,0,2,0,2,5,1,2,1,9130,5,5,1,1,2,2,1
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,125,115.2,0,0,0,0,1,1,0,0,1,0,0,15.5,2.8,-4.06,0,0,1,0,0,0,1,3,2,9147,5,5,2,1,1,3,1
1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,121,120.7,10.75,0,0,0,1,1,1,0,1,0,0,9.4,-0.8,-3.12,0,0,1,0,2,0,1,2,2,9070,6,6,1,1,2,1,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120,101.8,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,0,0,0,0,1,0,3,0,0,8014,5,5,4,1,3,3,1
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,140,100,12.5,11.75,0,0,1,1,0,0,1,0,0,7.6,2.6,0.32,0,0,1,0,2,1,3,0,0,9670,5,5,3,1,3,3,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,121.9,0,0,0,0,1,0,0,0,0,0,0,12.7,3.7,-1.7,0,0,0,0,0,0,3,3,1,9991,0,5,4,1,3,3,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,140,120.4,0,0,0,0,0,0,0,1,0,0,0,9.4,-0.8,-3.12,0,0,0,0,0,0,4,3,4,8014,5,0,4,1,3,3,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,140,120.4,0,0,0,0,0,1,0,1,0,0,0,9.4,-0.8,-3.12,0,0,0,0,0,0,4,3,4,9238,6,6,4,1,3,3,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120,148.8,12.5,12.4,1,0,0,1,0,0,1,0,0,8.9,1.4,3.51,0,0,1,1,1,5,3,3,1,9003,6,6,4,1,3,3,0
1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,138,123,12.8,11.66666667,0,0,1,1,1,0,1,0,0,10.8,1.4,1.74,0,0,2,5,2,1,4,3,1,9853,6,6,2,1,1,1,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,133.1,100,10,11,0,0,0,0,0,0,1,0,0,9.4,-0.8,-3.12,0,0,2,0,1,1,3,0,0,8014,6,6,4,3,3,3,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,118,112.1,11.25,10.2,0,0,1,1,1,0,1,0,0,7.6,2.6,0.32,0,0,2,0,1,5,4,3,4,9853,6,6,2,1,3,3,1
1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,135,126.8,12.61,12.61,0,0,1,1,1,0,1,0,1,10.8,1.4,1.74,0,0,1,1,8,2,1,2,2,9500,1,8,1,1,3,1,0
1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,130,115.9,12,12.6,0,1,1,1,0,0,1,0,0,9.4,-0.8,-3.12,1,0,2,0,2,5,4,2,4,9130,5,5,1,1,2,3,0
1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,150,132.5,13,13.5,0,1,1,1,1,0,0,0,0,13.9,-0.3,0.79,0,0,2,5,2,2,4,2,2,9238,6,6,2,1,2,3,0
1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,149,132.2,12,13,0,1,1,1,1,0,1,0,1,10.8,1.4,1.74,0,0,2,0,8,5,4,3,4,9085,5,5,1,1,1,1,0
1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,180,183.5,12,0,0,0,1,1,1,0,1,0,0,16.2,0.3,-0.92,0,0,1,0,8,0,1,1,1,9556,7,8,1,1,2,2,1
1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,133.1,136,12,11,0,0,1,1,0,0,1,1,0,16.2,0.3,-0.92,0,3,2,0,2,1,2,3,2,9119,5,5,4,1,1,1,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,133.1,100.9,12,10.5,0,0,1,1,1,0,1,1,0,10.8,1.4,1.74,0,0,2,0,2,1,3,2,2,9119,5,5,2,3,3,3,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145,114.5,0,0,1,1,1,1,1,0,1,1,0,9.4,-0.8,-3.12,0,0,0,0,0,0,3,2,4,171,0,0,2,1,2,1,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,110,110.3,0,0,0,0,1,1,0,1,0,1,0,10.8,1.4,1.74,0,0,0,0,2,0,3,3,4,9147,5,5,3,1,3,3,1
1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,154,137.2,13.625,11.75,0,0,1,1,1,1,1,1,0,16.2,0.3,-0.92,0,0,2,5,2,1,1,2,1,9130,6,6,1,1,2,2,1
